#{"t_start": 1763515689.117899, "env_id": "None"}
r,l,t
1.0,1,21.790449
1.0,1,21.809856
1.0,1,21.829659
1.0,1,21.849229
1.0,1,21.869134
1.0,1,21.888659
1.0,1,21.908535
1.0,1,21.928249
1.0,1,21.947768
1.0,1,21.967661
1.0,1,21.986887
1.0,1,22.006331
1.0,1,22.026119
1.0,1,22.046055
1.0,1,22.065349
1.0,1,22.084573
1.0,1,22.104597
1.0,1,22.125132
1.0,1,22.144982
1.0,1,22.164706
1.0,1,22.184261
1.0,1,22.204287
1.0,1,22.223837
1.0,1,22.24356
1.0,1,22.262755
1.0,1,22.282991
1.0,1,22.302877
1.0,1,22.322452
1.0,1,22.34221
1.0,1,22.361539
1.0,1,22.381169
1.0,1,22.401258
1.0,1,22.420695
1.0,1,22.43979
1.0,1,22.459175
1.0,1,22.478814
1.0,1,22.498275
1.0,1,22.517604
1.0,1,22.536981
1.0,1,22.556514
1.0,1,22.575942
1.0,1,22.596073
1.0,1,22.615398
1.0,1,22.635087
1.0,1,22.654828
1.0,1,22.673952
1.0,1,22.693459
1.0,1,22.713469
1.0,1,22.733588
1.0,1,22.754153
1.0,1,22.774455
1.0,1,22.793796
1.0,1,22.814577
1.0,1,22.834144
1.0,1,22.854436
1.0,1,22.874028
1.0,1,22.893817
1.0,1,22.913556
1.0,1,22.933127
1.0,1,22.952499
1.0,1,22.972168
1.0,1,22.991794
1.0,1,23.011956
1.0,1,23.031773
1.0,1,23.052037
1.0,1,23.072094
1.0,1,23.091969
1.0,1,23.11126
1.0,1,23.132023
1.0,1,23.152078
1.0,1,23.171864
1.0,1,23.191334
1.0,1,23.211132
1.0,1,23.23143
1.0,1,23.251035
1.0,1,23.27084
1.0,1,23.290777
1.0,1,23.310697
1.0,1,23.331545
1.0,1,23.351508
1.0,1,23.371855
1.0,1,23.391908
1.0,1,23.411466
1.0,1,23.431515
1.0,1,23.451202
1.0,1,23.471033
1.0,1,23.490508
1.0,1,23.510009
1.0,1,23.53017
1.0,1,23.550069
1.0,1,23.569786
1.0,1,23.589798
1.0,1,23.609879
1.0,1,23.629583
1.0,1,23.649562
1.0,1,23.668998
1.0,1,23.688688
1.0,1,23.70771
1.0,1,23.726977
1.0,1,23.746497
1.0,1,23.767066
1.0,1,23.786889
1.0,1,23.806936
1.0,1,23.826365
1.0,1,23.846009
1.0,1,23.865639
1.0,1,23.885364
1.0,1,23.904801
1.0,1,23.924286
1.0,1,23.943928
1.0,1,23.963877
1.0,1,23.983308
1.0,1,24.00323
1.0,1,24.023018
1.0,1,24.043017
1.0,1,24.063103
1.0,1,24.083087
1.0,1,24.102678
1.0,1,24.122659
1.0,1,24.142336
1.0,1,24.161955
1.0,1,24.181539
1.0,1,24.201329
1.0,1,24.221022
1.0,1,24.240483
1.0,1,24.260148
1.0,1,24.280539
1.0,1,24.300367
1.0,1,24.320122
1.0,1,24.339921
1.0,1,24.359285
1.0,1,24.379149
1.0,1,24.398572
1.0,1,24.418213
1.0,1,24.438698
1.0,1,24.457765
1.0,1,24.477243
1.0,1,24.496407
1.0,1,24.515879
1.0,1,24.536086
1.0,1,24.556013
1.0,1,24.576007
1.0,1,24.596052
1.0,1,24.615708
1.0,1,24.635017
1.0,1,24.654791
1.0,1,24.674353
1.0,1,24.693719
1.0,1,24.712994
1.0,1,24.732556
1.0,1,24.752278
1.0,1,24.772609
1.0,1,24.793226
1.0,1,24.813412
1.0,1,24.832558
1.0,1,24.852327
1.0,1,24.872374
1.0,1,24.892173
1.0,1,24.912441
1.0,1,24.932443
1.0,1,24.952268
1.0,1,24.972423
1.0,1,24.991728
1.0,1,25.011157
1.0,1,25.030726
1.0,1,25.050437
1.0,1,25.0699
1.0,1,25.089504
1.0,1,25.109422
1.0,1,25.129002
1.0,1,25.149044
1.0,1,25.168982
1.0,1,25.188492
1.0,1,25.208131
1.0,1,25.228342
1.0,1,25.248129
1.0,1,25.267859
1.0,1,25.287587
1.0,1,25.30792
1.0,1,25.327528
1.0,1,25.34722
1.0,1,25.36714
1.0,1,25.387345
1.0,1,25.406775
1.0,1,25.426701
1.0,1,25.446494
1.0,1,25.466117
1.0,1,25.485966
1.0,1,25.506033
1.0,1,25.525045
1.0,1,25.544673
1.0,1,25.564604
1.0,1,25.584375
1.0,1,25.604195
1.0,1,25.624115
1.0,1,25.643307
1.0,1,25.663449
1.0,1,25.682311
1.0,1,25.70208
1.0,1,25.721545
1.0,1,25.741218
1.0,1,25.760423
1.0,1,25.780534
1.0,1,25.80064
1.0,1,25.820601
1.0,1,25.840624
1.0,1,25.860762
1.0,1,25.880631
1.0,1,25.900855
1.0,1,25.920724
1.0,1,25.940289
1.0,1,25.960219
1.0,1,25.979473
1.0,1,25.999107
1.0,1,26.018888
1.0,1,26.038177
1.0,1,26.057741
1.0,1,26.077543
1.0,1,26.096873
1.0,1,26.116807
1.0,1,26.1368
1.0,1,26.156678
1.0,1,26.176344
1.0,1,26.19636
1.0,1,26.216245
1.0,1,26.235859
1.0,1,26.256342
1.0,1,26.275789
1.0,1,26.296034
1.0,1,26.316238
1.0,1,26.3362
1.0,1,26.356296
1.0,1,26.375884
1.0,1,26.395995
1.0,1,26.415689
1.0,1,26.435516
1.0,1,26.455095
1.0,1,26.475281
1.0,1,26.494531
1.0,1,26.513877
1.0,1,26.533541
1.0,1,26.55311
1.0,1,26.572862
1.0,1,26.592428
1.0,1,26.611783
1.0,1,26.631658
1.0,1,26.651142
1.0,1,26.670896
1.0,1,26.690652
1.0,1,26.710381
1.0,1,26.730023
1.0,1,26.750379
1.0,1,26.770147
1.0,1,26.79044
1.0,1,26.810846
1.0,1,26.830853
1.0,1,26.850312
1.0,1,26.870151
1.0,1,26.890398
1.0,1,26.910569
1.0,1,26.930221
1.0,1,26.950385
1.0,1,26.970189
1.0,1,26.990033
1.0,1,27.010275
1.0,1,27.029968
1.0,1,27.049794
1.0,1,27.06954
1.0,1,27.089265
1.0,1,27.109077
1.0,1,27.12885
1.0,1,27.148537
1.0,1,27.168144
1.0,1,27.187529
1.0,1,27.207206
1.0,1,27.227112
1.0,1,27.247077
1.0,1,27.26837
1.0,1,27.289776
1.0,1,27.31015
1.0,1,27.330397
1.0,1,27.351168
1.0,1,27.371441
1.0,1,27.391569
1.0,1,27.410986
1.0,1,27.431343
1.0,1,27.451236
1.0,1,27.471345
1.0,1,27.490828
1.0,1,27.510734
1.0,1,27.530515
1.0,1,27.550278
1.0,1,27.569794
1.0,1,27.589225
1.0,1,27.608989
1.0,1,27.629316
1.0,1,27.649289
1.0,1,27.669318
1.0,1,27.688696
1.0,1,27.70855
1.0,1,27.728525
1.0,1,27.74826
1.0,1,27.768085
1.0,1,27.787493
1.0,1,27.808867
1.0,1,27.829046
1.0,1,27.849025
1.0,1,27.86841
1.0,1,27.887877
1.0,1,27.907785
1.0,1,27.927832
1.0,1,27.947912
1.0,1,27.967661
1.0,1,27.987035
1.0,1,28.00695
1.0,1,28.026923
1.0,1,28.046628
1.0,1,28.066197
1.0,1,28.085839
1.0,1,28.105574
1.0,1,28.125353
1.0,1,28.14574
1.0,1,28.166164
1.0,1,28.186138
1.0,1,28.205875
1.0,1,28.22553
1.0,1,28.24496
1.0,1,28.264333
1.0,1,28.28425
1.0,1,28.304362
1.0,1,28.324375
1.0,1,28.344181
1.0,1,28.364333
1.0,1,28.384162
1.0,1,28.404137
1.0,1,28.423857
1.0,1,28.443715
1.0,1,28.463942
1.0,1,28.483852
1.0,1,28.503765
1.0,1,28.523527
1.0,1,28.543557
1.0,1,28.565115
1.0,1,28.586418
1.0,1,28.606767
1.0,1,28.627112
1.0,1,28.648484
1.0,1,28.66851
1.0,1,28.688495
1.0,1,28.708682
1.0,1,28.728199
1.0,1,28.747869
1.0,1,28.767954
1.0,1,28.78796
1.0,1,28.808276
1.0,1,28.828628
1.0,1,28.848954
1.0,1,28.868953
1.0,1,28.888685
1.0,1,28.908549
1.0,1,28.928569
1.0,1,28.948142
1.0,1,28.967875
1.0,1,28.987425
1.0,1,29.007323
1.0,1,29.027057
1.0,1,29.04705
1.0,1,29.066808
1.0,1,29.086604
1.0,1,29.10624
1.0,1,29.126394
1.0,1,29.146717
1.0,1,29.16682
1.0,1,29.187151
1.0,1,29.206925
1.0,1,29.226531
1.0,1,29.246259
1.0,1,29.26599
1.0,1,29.285936
1.0,1,29.306082
1.0,1,29.325742
1.0,1,29.344831
1.0,1,29.364565
1.0,1,29.384488
1.0,1,29.404211
1.0,1,29.423597
1.0,1,29.443142
1.0,1,29.463392
1.0,1,29.483263
1.0,1,29.502991
1.0,1,29.523065
1.0,1,29.542615
1.0,1,29.562122
1.0,1,29.581831
1.0,1,29.6018
1.0,1,29.621562
1.0,1,29.641812
1.0,1,29.661873
1.0,1,29.681913
1.0,1,29.701744
1.0,1,29.721722
1.0,1,29.741164
1.0,1,29.76071
1.0,1,29.78061
1.0,1,29.800172
1.0,1,29.821289
1.0,1,29.841738
1.0,1,29.861638
1.0,1,29.882234
1.0,1,29.901941
1.0,1,29.922163
1.0,1,29.941948
1.0,1,29.961652
1.0,1,29.981372
1.0,1,30.001547
1.0,1,30.021762
1.0,1,30.041331
1.0,1,30.061216
1.0,1,30.08111
1.0,1,30.100958
1.0,1,30.121113
1.0,1,30.141158
1.0,1,30.161256
1.0,1,30.181084
1.0,1,30.201271
1.0,1,30.221186
1.0,1,30.242018
1.0,1,30.26178
1.0,1,30.28162
1.0,1,30.301664
1.0,1,30.321306
1.0,1,30.341093
1.0,1,30.360711
1.0,1,30.38062
1.0,1,30.399583
1.0,1,30.41951
1.0,1,30.439016
1.0,1,30.458869
1.0,1,30.47873
1.0,1,30.498922
1.0,1,30.518716
1.0,1,30.53846
1.0,1,30.558293
1.0,1,30.57791
1.0,1,30.598009
1.0,1,30.618167
1.0,1,30.638264
1.0,1,30.657982
1.0,1,30.678356
1.0,1,30.69817
1.0,1,30.718282
1.0,1,30.738486
1.0,1,30.757588
1.0,1,30.777258
1.0,1,30.797382
1.0,1,30.818063
1.0,1,30.839442
1.0,1,30.859595
1.0,1,30.879441
1.0,1,30.899046
1.0,1,30.918704
1.0,1,30.938561
1.0,1,30.958407
1.0,1,30.979179
1.0,1,30.999642
1.0,1,31.019686
1.0,1,31.039362
1.0,1,31.059545
1.0,1,31.079621
1.0,1,31.099709
1.0,1,31.119829
1.0,1,31.139945
1.0,1,31.159854
1.0,1,31.179777
1.0,1,31.200524
1.0,1,31.220787
1.0,1,31.240639
1.0,1,31.260703
1.0,1,31.280232
1.0,1,31.299995
1.0,1,31.319842
1.0,1,31.340106
1.0,1,31.359924
1.0,1,31.379713
1.0,1,31.39987
1.0,1,31.419501
1.0,1,31.439891
1.0,1,31.460071
1.0,1,31.479984
1.0,1,31.500406
1.0,1,31.5201
1.0,1,31.540094
1.0,1,31.560215
1.0,1,31.580226
1.0,1,31.600281
1.0,1,31.619791
1.0,1,31.639835
1.0,1,31.659492
1.0,1,31.679573
1.0,1,31.69912
1.0,1,31.718809
1.0,1,31.738634
1.0,1,31.758776
1.0,1,31.778589
1.0,1,31.798486
1.0,1,31.818448
1.0,1,31.838717
1.0,1,31.859455
1.0,1,31.879515
1.0,1,31.899671
1.0,1,31.919788
1.0,1,31.939608
1.0,1,31.959318
1.0,1,31.979073
1.0,1,31.999081
1.0,1,32.018926
1.0,1,32.038897
1.0,1,32.059136
1.0,1,32.079323
1.0,1,32.098383
1.0,1,32.118342
1.0,1,32.138568
1.0,1,32.159004
1.0,1,32.17846
1.0,1,32.198947
1.0,1,32.21906
1.0,1,32.238736
1.0,1,32.258637
1.0,1,32.278449
1.0,1,32.298337
1.0,1,32.318082
1.0,1,32.337946
1.0,1,32.357458
1.0,1,32.377196
1.0,1,32.396956
1.0,1,32.416825
1.0,1,32.436832
1.0,1,32.457271
1.0,1,32.476941
1.0,1,32.496949
1.0,1,32.517095
1.0,1,32.537166
1.0,1,32.557344
1.0,1,32.577887
1.0,1,32.597612
1.0,1,32.617124
1.0,1,32.636539
1.0,1,32.656582
1.0,1,32.676511
1.0,1,32.696601
1.0,1,32.717013
1.0,1,32.737
1.0,1,32.756998
1.0,1,32.776958
1.0,1,32.796982
1.0,1,32.817078
1.0,1,32.837056
1.0,1,32.857722
1.0,1,32.878148
1.0,1,32.898049
1.0,1,32.918752
1.0,1,32.93887
1.0,1,32.958719
1.0,1,32.97827
1.0,1,32.998452
1.0,1,33.018362
1.0,1,33.038678
1.0,1,33.058559
1.0,1,33.078796
1.0,1,33.098317
1.0,1,33.118939
1.0,1,33.139233
1.0,1,33.159415
1.0,1,33.179591
1.0,1,33.199891
1.0,1,33.219339
1.0,1,33.239491
1.0,1,33.259727
1.0,1,33.279575
1.0,1,33.299356
1.0,1,33.319429
1.0,1,33.33999
1.0,1,33.36016
1.0,1,33.380177
1.0,1,33.400518
1.0,1,33.420554
1.0,1,33.440417
1.0,1,33.4604
1.0,1,33.480644
1.0,1,33.500865
1.0,1,33.520974
1.0,1,33.541213
1.0,1,33.560949
1.0,1,33.581281
1.0,1,33.601285
1.0,1,33.621116
1.0,1,33.641004
1.0,1,33.66074
1.0,1,33.680437
1.0,1,33.700288
1.0,1,33.720322
1.0,1,33.740149
1.0,1,33.760336
1.0,1,33.781149
1.0,1,33.801115
1.0,1,33.820896
1.0,1,33.840779
1.0,1,33.861343
1.0,1,33.882129
1.0,1,33.902593
1.0,1,33.922594
1.0,1,33.943038
1.0,1,33.96359
1.0,1,33.984163
1.0,1,34.003657
1.0,1,34.023493
1.0,1,34.043801
1.0,1,34.064146
1.0,1,34.084112
1.0,1,34.104396
1.0,1,34.124501
1.0,1,34.145123
1.0,1,34.165532
1.0,1,34.185941
1.0,1,34.205961
1.0,1,34.226149
1.0,1,34.246694
1.0,1,34.267209
1.0,1,34.2879
1.0,1,34.308548
1.0,1,34.328564
1.0,1,34.348795
1.0,1,34.368911
1.0,1,34.388762
1.0,1,34.408156
1.0,1,34.428574
1.0,1,34.448662
1.0,1,34.468598
1.0,1,34.488369
1.0,1,34.507637
1.0,1,34.527912
1.0,1,34.547439
1.0,1,34.567898
1.0,1,34.587734
1.0,1,34.608482
1.0,1,34.628936
1.0,1,34.648616
1.0,1,34.668498
1.0,1,34.688046
1.0,1,34.707711
1.0,1,34.727976
1.0,1,34.747969
1.0,1,34.768045
1.0,1,34.7885
1.0,1,34.808585
1.0,1,34.828748
1.0,1,34.849043
1.0,1,34.869337
1.0,1,34.890224
1.0,1,34.91063
1.0,1,34.930934
1.0,1,34.951051
1.0,1,34.971507
1.0,1,34.991714
1.0,1,35.012381
1.0,1,35.03248
1.0,1,35.052675
1.0,1,35.072495
1.0,1,35.093281
1.0,1,35.112828
1.0,1,35.13316
1.0,1,35.15327
1.0,1,35.17332
1.0,1,35.19383
1.0,1,35.213742
1.0,1,35.233752
1.0,1,35.253831
1.0,1,35.274134
1.0,1,35.294367
1.0,1,35.314694
1.0,1,35.334698
1.0,1,35.354654
1.0,1,35.375233
1.0,1,35.395517
1.0,1,35.415285
1.0,1,35.435469
1.0,1,35.455657
1.0,1,35.476078
1.0,1,35.49555
1.0,1,35.515131
1.0,1,35.53504
1.0,1,35.555146
1.0,1,35.575463
1.0,1,35.5955
1.0,1,35.615502
1.0,1,35.63571
1.0,1,35.655582
1.0,1,35.67528
1.0,1,35.695409
1.0,1,35.71568
1.0,1,35.735638
1.0,1,35.755718
1.0,1,35.776102
1.0,1,35.796629
1.0,1,35.815833
1.0,1,35.836106
1.0,1,35.856
1.0,1,35.876398
1.0,1,35.896684
1.0,1,35.917295
1.0,1,35.936809
1.0,1,35.956841
1.0,1,35.978002
1.0,1,35.99785
1.0,1,36.017809
1.0,1,36.038445
1.0,1,36.058764
1.0,1,36.079091
1.0,1,36.09908
1.0,1,36.119238
1.0,1,36.138604
1.0,1,36.159338
1.0,1,36.178974
1.0,1,36.199117
1.0,1,36.218928
1.0,1,36.241581
1.0,1,36.261686
1.0,1,36.281335
1.0,1,36.301009
1.0,1,36.320931
1.0,1,36.34117
1.0,1,36.361246
1.0,1,36.380985
1.0,1,36.400983
1.0,1,36.421345
1.0,1,36.441504
1.0,1,36.46097
1.0,1,36.48123
1.0,1,36.50068
1.0,1,36.520918
1.0,1,36.541162
1.0,1,36.561737
1.0,1,36.58139
1.0,1,36.601201
1.0,1,36.621176
1.0,1,36.64132
1.0,1,36.661185
1.0,1,36.681441
1.0,1,36.70155
1.0,1,36.721676
1.0,1,36.741699
1.0,1,36.761693
1.0,1,36.781749
1.0,1,36.80182
1.0,1,36.820831
1.0,1,36.839934
1.0,1,36.8594
1.0,1,36.88033
1.0,1,36.90043
1.0,1,36.921255
1.0,1,36.941268
1.0,1,36.961442
1.0,1,36.981312
1.0,1,37.002026
1.0,1,37.021811
1.0,1,37.042002
1.0,1,37.062059
1.0,1,37.081644
1.0,1,37.10182
1.0,1,37.122222
1.0,1,37.142328
1.0,1,37.162263
1.0,1,37.182367
1.0,1,37.202123
1.0,1,37.222171
1.0,1,37.242548
1.0,1,37.262242
1.0,1,37.282716
1.0,1,37.302254
1.0,1,37.322804
1.0,1,37.342906
1.0,1,37.362685
1.0,1,37.382609
1.0,1,37.402722
1.0,1,37.422347
1.0,1,37.442131
1.0,1,37.461876
1.0,1,37.481886
1.0,1,37.501772
1.0,1,37.521986
1.0,1,37.541839
1.0,1,37.561734
1.0,1,37.581381
1.0,1,37.601839
1.0,1,37.622008
1.0,1,37.642548
1.0,1,37.664572
1.0,1,37.685614
1.0,1,37.705848
1.0,1,37.72599
1.0,1,37.745994
1.0,1,37.76593
1.0,1,37.78591
1.0,1,37.805799
1.0,1,37.826047
1.0,1,37.846067
1.0,1,37.866312
1.0,1,37.885869
1.0,1,37.907282
1.0,1,37.926612
1.0,1,37.946953
1.0,1,37.966993
1.0,1,37.987457
1.0,1,38.007823
1.0,1,38.028148
1.0,1,38.048574
1.0,1,38.068769
1.0,1,38.088681
1.0,1,38.108802
1.0,1,38.129315
1.0,1,38.149891
1.0,1,38.170282
1.0,1,38.189871
1.0,1,38.209965
1.0,1,38.230092
1.0,1,38.250322
1.0,1,38.270418
1.0,1,38.290347
1.0,1,38.310228
1.0,1,38.330469
1.0,1,38.350684
1.0,1,38.371036
1.0,1,38.391296
1.0,1,38.411791
1.0,1,38.431374
1.0,1,38.45165
1.0,1,38.471665
1.0,1,38.491044
1.0,1,38.51086
1.0,1,38.530202
1.0,1,38.550155
1.0,1,38.569697
1.0,1,38.589271
1.0,1,38.609878
1.0,1,38.629588
1.0,1,38.649749
1.0,1,38.669536
1.0,1,38.689827
1.0,1,38.709658
1.0,1,38.729747
1.0,1,38.749409
1.0,1,38.769192
1.0,1,38.789515
1.0,1,38.809453
1.0,1,38.829355
1.0,1,38.849528
1.0,1,38.869282
1.0,1,38.889739
1.0,1,38.910701
1.0,1,38.931402
1.0,1,38.951767
1.0,1,38.972363
1.0,1,38.991991
1.0,1,39.012058
1.0,1,39.031741
1.0,1,39.051388
1.0,1,39.071577
1.0,1,39.091464
1.0,1,39.111364
1.0,1,39.131339
1.0,1,39.151641
1.0,1,39.171269
1.0,1,39.191068
1.0,1,39.210982
1.0,1,39.230971
1.0,1,39.250254
1.0,1,39.270312
1.0,1,39.290569
1.0,1,39.310391
1.0,1,39.330354
1.0,1,39.350867
1.0,1,39.370722
1.0,1,39.390881
1.0,1,39.410448
1.0,1,39.430056
1.0,1,39.450204
1.0,1,39.469955
1.0,1,39.489745
1.0,1,39.509824
1.0,1,39.529358
1.0,1,39.549337
1.0,1,39.569234
1.0,1,39.588775
1.0,1,39.608909
1.0,1,39.628979
1.0,1,39.649415
1.0,1,39.669884
1.0,1,39.690323
1.0,1,39.710125
1.0,1,39.730343
1.0,1,39.750293
1.0,1,39.770318
1.0,1,39.79022
1.0,1,39.810089
1.0,1,39.830611
1.0,1,39.850412
1.0,1,39.870554
1.0,1,39.890051
1.0,1,39.910765
1.0,1,39.931846
1.0,1,39.952522
1.0,1,39.972662
1.0,1,39.99262
1.0,1,40.012773
1.0,1,40.032606
1.0,1,40.05309
1.0,1,40.072249
1.0,1,40.092471
1.0,1,40.112689
1.0,1,40.13269
1.0,1,40.152826
1.0,1,40.172537
1.0,1,40.192559
1.0,1,40.212769
1.0,1,40.232839
1.0,1,40.252721
1.0,1,40.273207
1.0,1,40.292802
1.0,1,40.31293
1.0,1,40.33305
1.0,1,40.352933
1.0,1,40.372816
1.0,1,40.393006
1.0,1,40.412462
1.0,1,40.432086
1.0,1,40.452231
1.0,1,40.472748
1.0,1,40.492549
1.0,1,40.512721
1.0,1,40.533171
1.0,1,40.553604
1.0,1,40.573349
1.0,1,40.593586
1.0,1,40.613964
1.0,1,40.634283
1.0,1,40.654015
1.0,1,40.674768
1.0,1,40.694625
1.0,1,40.71457
1.0,1,40.73606
1.0,1,40.756187
1.0,1,40.775876
1.0,1,40.79659
1.0,1,40.816749
1.0,1,40.836451
1.0,1,40.856765
1.0,1,40.877055
1.0,1,40.897182
1.0,1,40.917641
1.0,1,40.938005
1.0,1,40.957908
1.0,1,40.978164
1.0,1,40.998181
1.0,1,41.018045
1.0,1,41.037756
1.0,1,41.057913
1.0,1,41.077911
1.0,1,41.09712
1.0,1,41.11671
1.0,1,41.137481
1.0,1,41.157428
1.0,1,41.177419
1.0,1,41.198257
1.0,1,41.219505
1.0,1,41.241299
1.0,1,41.262975
1.0,1,41.286557
1.0,1,41.310744
1.0,1,41.332862
1.0,1,41.353705
1.0,1,41.373594
1.0,1,41.393462
1.0,1,41.414219
1.0,1,41.435219
1.0,1,41.455805
1.0,1,41.475893
1.0,1,41.495635
1.0,1,41.516281
1.0,1,41.537218
1.0,1,41.557227
1.0,1,41.577519
1.0,1,41.597907
1.0,1,41.619371
1.0,1,41.639261
1.0,1,41.659984
1.0,1,41.680271
1.0,1,41.700378
1.0,1,41.72067
1.0,1,41.740866
1.0,1,41.760748
1.0,1,41.781208
1.0,1,41.801702
1.0,1,41.821733
1.0,1,41.841256
1.0,1,41.861408
1.0,1,41.881886
1.0,1,41.901476
1.0,1,41.921843
1.0,1,41.943386
1.0,1,41.963368
1.0,1,41.98343
1.0,1,42.004305
1.0,1,42.024609
1.0,1,42.044933
1.0,1,42.065612
1.0,1,42.0859
1.0,1,42.1058
1.0,1,42.125599
1.0,1,42.146004
1.0,1,42.166308
1.0,1,42.186778
1.0,1,42.20699
1.0,1,42.226979
1.0,1,42.247478
1.0,1,42.267848
1.0,1,42.28797
1.0,1,42.307598
1.0,1,42.327692
1.0,1,42.348168
1.0,1,42.368211
1.0,1,42.387416
1.0,1,42.406548
1.0,1,42.427772
1.0,1,42.448489
1.0,1,42.469712
1.0,1,42.490491
1.0,1,42.512519
1.0,1,42.532805
1.0,1,42.552738
1.0,1,42.572711
1.0,1,42.592702
1.0,1,42.613414
1.0,1,42.632795
1.0,1,42.653707
1.0,1,42.673868
1.0,1,42.694264
1.0,1,42.714564
1.0,1,42.735154
1.0,1,42.755417
1.0,1,42.775665
1.0,1,42.796547
1.0,1,42.81667
1.0,1,42.837191
1.0,1,42.857479
1.0,1,42.877146
1.0,1,42.897868
1.0,1,42.917909
1.0,1,42.938707
1.0,1,42.95981
1.0,1,42.980324
1.0,1,43.000736
1.0,1,43.021517
1.0,1,43.042171
1.0,1,43.062497
1.0,1,43.08365
1.0,1,43.104128
1.0,1,43.124575
1.0,1,43.144524
1.0,1,43.164967
1.0,1,43.185536
1.0,1,43.206392
1.0,1,43.226771
1.0,1,43.247123
1.0,1,43.267336
1.0,1,43.287606
1.0,1,43.308225
1.0,1,43.329175
1.0,1,43.349819
1.0,1,43.369735
1.0,1,43.389652
1.0,1,43.409912
1.0,1,43.430248
1.0,1,43.451343
1.0,1,43.472165
1.0,1,43.492313
1.0,1,43.512882
1.0,1,43.533205
1.0,1,43.55425
1.0,1,43.574091
1.0,1,43.594648
1.0,1,43.614903
1.0,1,43.635575
1.0,1,43.655963
1.0,1,43.675755
1.0,1,43.696397
1.0,1,43.716409
1.0,1,43.736712
1.0,1,43.757099
1.0,1,43.777555
1.0,1,43.797289
1.0,1,43.817122
1.0,1,43.836991
1.0,1,43.856911
1.0,1,43.877027
1.0,1,43.897034
1.0,1,43.917805
1.0,1,43.938484
1.0,1,43.961025
1.0,1,43.982035
1.0,1,44.002338
1.0,1,44.02258
1.0,1,44.043542
1.0,1,44.064468
1.0,1,44.084668
1.0,1,44.105225
1.0,1,44.125746
1.0,1,44.145752
1.0,1,44.166409
1.0,1,44.187336
1.0,1,44.207303
1.0,1,44.227772
