#{"t_start": 1764441792.342308, "env_id": "None"}
r,l,t
-22801.0,8845,3823.360862
-22300.0,9061,3859.252618
-116209.0,9112,3867.672232
-59666.0,9275,3894.284874
-97112.0,9369,3909.430796
-22130.0,9466,3925.285422
-21876.0,9730,3967.730471
-39593.0,9873,3990.754119
-96785.0,9886,3992.82884
-40138.0,10048,5126.545506
-79239.0,8637,8776.063594
-79188.0,8723,8835.797319
-23233.0,8473,8878.666507
